Renewal_ID,Policy_ID,Customer_ID,Product_ID,Expiry_Date,Renewal_Date,Renewal_Status,Renewed_Flag,Previous_Premium,New_Premium,Customer_Type,Customer_Segment,Emirate
REN-0005687,POL-008969,CUST-04547,PROD016,2024-10-27,2024-11-09,Renewed,1,2105.94,2310.83,Individual,Mass Market,Ajman
REN-0005688,POL-008970,CUST-04547,PROD017,2026-04-11,2026-05-06,Renewed,1,566.14,632.77,Individual,Mass Market,Ajman
REN-0005689,POL-008971,CUST-04548,PROD018,2022-05-11,2022-05-01,Renewed,1,3787.87,4013.3,Individual,Affluent,Sharjah
REN-0005690,POL-008972,CUST-04548,PROD019,2021-05-06,2021-04-28,Renewed,1,2336.75,2565.43,Individual,Affluent,Sharjah
REN-0005691,POL-008973,CUST-04549,PROD016,2025-07-09,2025-07-21,Renewed,1,1208.74,1381.55,Individual,Mass Market,Dubai
REN-0005692,POL-008974,CUST-04550,PROD012,2026-04-26,2026-05-05,Renewed,1,3987.53,4211.07,SME,SME,Abu Dhabi
REN-0005693,POL-008977,CUST-04551,PROD002,2024-08-09,2024-08-22,Renewed,1,32328.02,34613.61,Corporate,Corporate,Dubai
REN-0005694,POL-008978,CUST-04551,PROD009,2025-09-10,2025-09-02,Renewed,1,16365.61,18274.35,Corporate,Corporate,Dubai
REN-0005695,POL-008982,CUST-04553,PROD025,2025-02-26,2025-02-28,Renewed,1,510.81,536.98,Individual,Affluent,Abu Dhabi
REN-0005696,POL-008983,CUST-04553,PROD018,2023-11-26,2023-12-24,Renewed,1,766.22,812.4,Individual,Affluent,Abu Dhabi
REN-0005697,POL-008984,CUST-04554,PROD013,2024-10-21,2024-11-13,Renewed,1,11723.69,12485.36,SME,SME,Dubai
REN-0005698,POL-008985,CUST-04554,PROD014,2025-07-31,2025-08-13,Renewed,1,4674.75,5373.35,SME,SME,Dubai
REN-0005699,POL-008986,CUST-04554,PROD012,2025-09-27,2025-10-27,Renewed,1,3233.54,3363.35,SME,SME,Dubai
REN-0005700,POL-008987,CUST-04554,PROD007,2026-03-12,2026-03-15,Renewed,1,9063.42,10202.22,SME,SME,Dubai
REN-0005701,POL-008992,CUST-04556,PROD018,2026-07-01,2026-06-24,Not Renewed,0,3233.05,0.0,Individual,Mass Market,Dubai
REN-0005702,POL-008993,CUST-04556,PROD022,2026-06-06,2026-07-04,Renewed,1,326.24,337.76,Individual,Mass Market,Dubai
REN-0005703,POL-008994,CUST-04557,PROD020,2024-11-18,2024-11-21,Customer Cancelled,0,2637.07,0.0,Individual,Mass Market,Sharjah
REN-0005704,POL-008997,CUST-04559,PROD001,2026-07-06,2026-07-22,Renewed,1,18126.78,20476.63,Corporate,Corporate,Abu Dhabi
REN-0005705,POL-008998,CUST-04559,PROD009,2026-06-17,2026-06-16,Renewed,1,19164.1,20125.09,Corporate,Corporate,Abu Dhabi
REN-0005706,POL-009001,CUST-04559,PROD002,2026-07-19,2026-08-18,Lost to Competitor,0,12268.31,0.0,Corporate,Corporate,Abu Dhabi
REN-0005707,POL-009003,CUST-04560,PROD001,2026-05-20,2026-05-28,Renewed,1,10125.72,11040.49,Corporate,Corporate,Dubai
REN-0005708,POL-009004,CUST-04560,PROD006,2026-06-28,2026-07-16,Renewed,1,34792.99,37292.2,Corporate,Corporate,Dubai
REN-0005709,POL-009005,CUST-04561,PROD014,2025-04-19,2025-05-12,Renewed,1,6744.77,7229.8,SME,SME,Abu Dhabi
REN-0005710,POL-009006,CUST-04561,PROD012,2024-10-28,2024-11-15,Renewed,1,3604.59,3861.06,SME,SME,Abu Dhabi
REN-0005711,POL-009008,CUST-04563,PROD024,2026-05-31,2026-06-13,Renewed,1,13727.7,15547.04,SME,SME,Dubai
REN-0005712,POL-009010,CUST-04564,PROD022,2022-07-20,2022-08-02,Renewed,1,349.73,378.17,Individual,Mass Market,Dubai
REN-0005713,POL-009017,CUST-04567,PROD022,2025-10-28,2025-10-26,Not Renewed,0,553.01,0.0,Individual,High Net Worth,Dubai
REN-0005714,POL-009018,CUST-04567,PROD021,2025-07-11,2025-07-18,Renewed,1,347.14,368.59,Individual,High Net Worth,Dubai
REN-0005715,POL-009022,CUST-04569,PROD018,2025-07-20,2025-08-10,Renewed,1,2062.34,2137.96,Individual,Mass Market,Ajman
REN-0005716,POL-009023,CUST-04570,PROD011,2025-05-17,2025-05-13,Renewed,1,2809.58,2962.78,SME,SME,Dubai
REN-0005717,POL-009024,CUST-04570,PROD007,2025-11-26,2025-11-19,Renewed,1,10989.67,11928.33,SME,SME,Dubai
REN-0005718,POL-009026,CUST-04572,PROD018,2019-11-29,2019-12-24,Not Renewed,0,1479.72,0.0,Individual,Mass Market,Dubai
REN-0005719,POL-009028,CUST-04574,PROD008,2023-09-17,2023-09-09,Renewed,1,11864.63,12258.8,SME,SME,Dubai
REN-0005720,POL-009029,CUST-04574,PROD012,2026-07-23,2026-08-17,Renewed,1,3200.17,3595.19,SME,SME,Dubai
REN-0005721,POL-009030,CUST-04574,PROD013,2023-10-14,2023-11-08,Renewed,1,21627.59,23350.06,SME,SME,Dubai
REN-0005722,POL-009032,CUST-04575,PROD013,2023-08-24,2023-09-11,Renewed,1,12498.06,14191.78,SME,SME,Dubai
REN-0005723,POL-009033,CUST-04575,PROD011,2024-03-07,2024-03-06,Not Renewed,0,6861.54,0.0,SME,SME,Dubai
REN-0005724,POL-009039,CUST-04579,PROD010,2023-06-12,2023-07-03,Renewed,1,18126.43,19297.41,Corporate,Corporate,Ras Al Khaimah
REN-0005725,POL-009040,CUST-04579,PROD015,2025-08-06,2025-08-21,Renewed,1,50992.53,52678.63,Corporate,Corporate,Ras Al Khaimah
REN-0005726,POL-009041,CUST-04579,PROD006,2024-02-24,2024-02-14,Renewed,1,22244.81,25510.81,Corporate,Corporate,Ras Al Khaimah
REN-0005727,POL-009042,CUST-04579,PROD005,2025-09-05,2025-10-05,Renewed,1,14848.78,16549.19,Corporate,Corporate,Ras Al Khaimah
REN-0005728,POL-009043,CUST-04579,PROD003,2024-08-09,2024-09-02,Renewed,1,10058.97,10691.23,Corporate,Corporate,Ras Al Khaimah
REN-0005729,POL-009046,CUST-04581,PROD002,2025-09-25,2025-10-16,Renewed,1,18211.68,19217.61,Corporate,Corporate,Dubai
REN-0005730,POL-009047,CUST-04581,PROD001,2021-12-30,2022-01-26,Lost to Competitor,0,17594.04,0.0,Corporate,Corporate,Dubai
REN-0005731,POL-009048,CUST-04581,PROD004,2023-07-02,2023-07-30,Renewed,1,34803.67,36570.66,Corporate,Corporate,Dubai
REN-0005732,POL-009049,CUST-04581,PROD005,2023-09-05,2023-09-27,Not Renewed,0,23248.54,0.0,Corporate,Corporate,Dubai
REN-0005733,POL-009050,CUST-04581,PROD006,2021-02-01,2021-02-16,Renewed,1,23630.19,26493.83,Corporate,Corporate,Dubai
REN-0005734,POL-009051,CUST-04581,PROD010,2021-11-09,2021-11-26,Renewed,1,15820.11,16407.75,Corporate,Corporate,Dubai
REN-0005735,POL-009052,CUST-04582,PROD023,2026-07-20,2026-07-11,Renewed,1,1075.69,1182.03,Individual,Mass Market,Dubai
REN-0005736,POL-009056,CUST-04584,PROD013,2021-11-24,2021-12-04,Renewed,1,19868.93,21521.33,SME,SME,Sharjah
REN-0005737,POL-009057,CUST-04584,PROD008,2021-10-14,2021-11-05,Renewed,1,8998.69,9795.14,SME,SME,Sharjah
REN-0005738,POL-009058,CUST-04585,PROD022,2022-09-16,2022-09-27,Renewed,1,536.78,609.82,Individual,Mass Market,Ras Al Khaimah
REN-0005739,POL-009063,CUST-04588,PROD020,2026-04-29,2026-05-04,Not Renewed,0,929.02,0.0,Individual,Mass Market,Dubai
REN-0005740,POL-009064,CUST-04589,PROD019,2026-04-30,2026-05-26,Renewed,1,2089.57,2225.75,Individual,Mass Market,Abu Dhabi
REN-0005741,POL-009065,CUST-04590,PROD024,2025-10-30,2025-11-10,Renewed,1,6219.19,6538.32,SME,SME,Dubai
REN-0005742,POL-009066,CUST-04590,PROD013,2025-08-23,2025-09-19,Not Renewed,0,16391.35,0.0,SME,SME,Dubai
REN-0005743,POL-009067,CUST-04590,PROD008,2025-12-09,2025-12-11,Renewed,1,13033.51,14311.57,SME,SME,Dubai
REN-0005744,POL-009068,CUST-04590,PROD014,2023-06-22,2023-06-18,Renewed,1,3175.22,3392.29,SME,SME,Dubai
REN-0005745,POL-009070,CUST-04592,PROD020,2025-09-08,2025-09-11,Renewed,1,2494.61,2725.29,Individual,Mass Market,Abu Dhabi
REN-0005746,POL-009072,CUST-04594,PROD021,2026-02-23,2026-03-05,Customer Cancelled,0,608.96,0.0,Individual,High Net Worth,Abu Dhabi
REN-0005747,POL-009073,CUST-04594,PROD016,2025-09-04,2025-09-25,Renewed,1,2192.81,2424.68,Individual,High Net Worth,Abu Dhabi
REN-0005748,POL-009074,CUST-04595,PROD023,2024-07-19,2024-08-14,Renewed,1,185.34,207.61,Individual,Mass Market,Sharjah
REN-0005749,POL-009077,CUST-04596,PROD020,2021-11-01,2021-10-24,Renewed,1,1639.77,1689.03,Individual,Mass Market,Dubai
REN-0005750,POL-009079,CUST-04597,PROD024,2025-04-13,2025-04-16,Renewed,1,13454.09,14714.24,SME,SME,Sharjah
REN-0005751,POL-009080,CUST-04598,PROD019,2026-01-16,2026-01-07,Renewed,1,1491.09,1550.33,Individual,Mass Market,Ajman
REN-0005752,POL-009083,CUST-04599,PROD016,2026-05-10,2026-05-09,Renewed,1,1699.57,1828.05,Individual,Mass Market,Abu Dhabi
REN-0005753,POL-009084,CUST-04600,PROD019,2022-02-26,2022-03-12,Not Renewed,0,1663.33,0.0,Individual,Affluent,Abu Dhabi
REN-0005754,POL-009085,CUST-04601,PROD022,2026-07-25,2026-07-15,Renewed,1,183.93,201.47,Individual,Mass Market,Abu Dhabi
REN-0005755,POL-009086,CUST-04602,PROD008,2024-06-16,2024-06-22,Renewed,1,10387.0,11474.0,SME,SME,Dubai
REN-0005756,POL-009087,CUST-04602,PROD014,2023-10-05,2023-11-01,Not Renewed,0,8426.32,0.0,SME,SME,Dubai
REN-0005757,POL-009088,CUST-04602,PROD024,2025-10-01,2025-10-30,Renewed,1,9545.35,10337.02,SME,SME,Dubai
REN-0005758,POL-009089,CUST-04602,PROD012,2023-05-15,2023-05-22,Renewed,1,3450.96,3827.68,SME,SME,Dubai
REN-0005759,POL-009091,CUST-04604,PROD021,2024-03-08,2024-02-29,Renewed,1,1003.03,1063.9,Individual,Affluent,Sharjah
REN-0005760,POL-009092,CUST-04604,PROD023,2025-11-20,2025-12-13,Renewed,1,540.58,570.43,Individual,Affluent,Sharjah
REN-0005761,POL-009093,CUST-04604,PROD022,2024-12-01,2024-12-14,Renewed,1,505.24,573.22,Individual,Affluent,Sharjah
REN-0005762,POL-009094,CUST-04605,PROD012,2026-07-12,2026-08-04,Renewed,1,5603.24,6028.1,SME,SME,Dubai
REN-0005763,POL-009095,CUST-04605,PROD024,2024-07-12,2024-07-07,Renewed,1,7141.86,7621.5,SME,SME,Dubai
REN-0005764,POL-009096,CUST-04605,PROD007,2025-10-23,2025-11-22,Lost to Competitor,0,4836.76,0.0,SME,SME,Dubai
REN-0005765,POL-009097,CUST-04606,PROD011,2025-05-15,2025-05-09,Not Renewed,0,8898.05,0.0,SME,SME,Abu Dhabi
REN-0005766,POL-009098,CUST-04606,PROD008,2026-05-12,2026-05-20,Renewed,1,5720.53,5996.29,SME,SME,Abu Dhabi
REN-0005767,POL-009099,CUST-04607,PROD007,2024-07-15,2024-08-09,Renewed,1,12264.68,14098.29,SME,SME,Dubai
REN-0005768,POL-009100,CUST-04607,PROD013,2025-02-16,2025-03-02,Renewed,1,6670.46,7370.65,SME,SME,Dubai
REN-0005769,POL-009101,CUST-04607,PROD024,2025-04-24,2025-04-14,Renewed,1,11575.63,12929.99,SME,SME,Dubai
REN-0005770,POL-009104,CUST-04609,PROD001,2025-11-13,2025-11-27,Customer Cancelled,0,27549.93,0.0,Corporate,Corporate,Ajman
REN-0005771,POL-009105,CUST-04609,PROD002,2025-02-21,2025-03-10,Renewed,1,12235.82,13135.32,Corporate,Corporate,Ajman
REN-0005772,POL-009106,CUST-04609,PROD004,2026-02-21,2026-03-08,Not Renewed,0,25083.54,0.0,Corporate,Corporate,Ajman
REN-0005773,POL-009107,CUST-04609,PROD010,2026-06-01,2026-05-23,Not Renewed,0,13259.37,0.0,Corporate,Corporate,Ajman
REN-0005774,POL-009108,CUST-04610,PROD019,2025-09-26,2025-10-08,Renewed,1,1396.54,1540.87,Individual,Affluent,Abu Dhabi
REN-0005775,POL-009109,CUST-04610,PROD025,2025-10-07,2025-10-11,Renewed,1,325.5,357.6,Individual,Affluent,Abu Dhabi
REN-0005776,POL-009110,CUST-04610,PROD021,2026-06-27,2026-06-18,Renewed,1,502.01,570.21,Individual,Affluent,Abu Dhabi
REN-0005777,POL-009111,CUST-04611,PROD020,2026-06-28,2026-07-25,Renewed,1,1009.78,1090.32,Individual,Mass Market,Sharjah
REN-0005778,POL-009112,CUST-04612,PROD020,2026-03-25,2026-04-19,Renewed,1,1327.47,1455.97,Individual,Mass Market,Dubai
REN-0005779,POL-009115,CUST-04614,PROD023,2023-08-02,2023-07-27,Renewed,1,729.52,838.14,Individual,Affluent,Dubai
REN-0005780,POL-009116,CUST-04615,PROD017,2023-10-20,2023-11-15,Renewed,1,1364.85,1429.32,Individual,Affluent,Abu Dhabi
REN-0005781,POL-009117,CUST-04615,PROD021,2024-09-15,2024-09-10,Renewed,1,1128.09,1249.31,Individual,Affluent,Abu Dhabi
REN-0005782,POL-009118,CUST-04616,PROD017,2025-11-09,2025-11-29,Renewed,1,2104.34,2386.9,Individual,Mass Market,Ras Al Khaimah
REN-0005783,POL-009119,CUST-04617,PROD011,2025-06-27,2025-07-12,Renewed,1,5010.71,5689.99,SME,SME,Fujairah
REN-0005784,POL-009120,CUST-04617,PROD024,2022-04-19,2022-05-05,Renewed,1,12882.99,13873.39,SME,SME,Fujairah
REN-0005785,POL-009121,CUST-04617,PROD007,2023-11-23,2023-11-28,Renewed,1,11162.46,12293.33,SME,SME,Fujairah
REN-0005786,POL-009125,CUST-04619,PROD020,2024-03-29,2024-04-17,Renewed,1,750.9,822.28,Individual,Mass Market,Sharjah
REN-0005787,POL-009131,CUST-04623,PROD025,2026-06-26,2026-07-14,Lost to Competitor,0,558.49,0.0,Individual,Affluent,Abu Dhabi
REN-0005788,POL-009132,CUST-04623,PROD016,2025-01-14,2025-02-04,Renewed,1,2300.45,2584.31,Individual,Affluent,Abu Dhabi
REN-0005789,POL-009133,CUST-04623,PROD022,2026-04-26,2026-05-21,Renewed,1,1083.93,1189.35,Individual,Affluent,Abu Dhabi
REN-0005790,POL-009134,CUST-04624,PROD022,2026-07-29,2026-08-23,Customer Cancelled,0,771.46,0.0,Individual,Mass Market,Abu Dhabi
REN-0005791,POL-009135,CUST-04625,PROD002,2026-06-22,2026-06-28,Renewed,1,13958.91,14875.3,Corporate,Corporate,Dubai
REN-0005792,POL-009139,CUST-04625,PROD015,2026-07-22,2026-08-11,Not Renewed,0,54205.74,0.0,Corporate,Corporate,Dubai
REN-0005793,POL-009142,CUST-04627,PROD025,2026-05-12,2026-05-05,Renewed,1,564.06,618.42,Individual,Affluent,Dubai
REN-0005794,POL-009146,CUST-04629,PROD019,2025-08-11,2025-08-01,Renewed,1,1647.03,1876.0,Individual,Affluent,Abu Dhabi
REN-0005795,POL-009147,CUST-04630,PROD021,2022-06-30,2022-06-29,Renewed,1,646.28,716.23,Individual,Affluent,Dubai
REN-0005796,POL-009150,CUST-04632,PROD016,2026-02-07,2026-02-09,Renewed,1,766.06,794.28,Individual,Mass Market,Umm Al Quwain
REN-0005797,POL-009151,CUST-04633,PROD013,2022-12-16,2023-01-05,Lost to Competitor,0,8680.53,0.0,SME,SME,Sharjah
REN-0005798,POL-009153,CUST-04634,PROD013,2026-08-02,2026-08-01,Renewed,1,4831.78,5524.49,SME,SME,Dubai
REN-0005799,POL-009157,CUST-04636,PROD004,2025-10-04,2025-10-27,Not Renewed,0,27045.57,0.0,Corporate,Corporate,Dubai
REN-0005800,POL-009158,CUST-04636,PROD005,2024-10-05,2024-10-09,Renewed,1,42294.76,45993.19,Corporate,Corporate,Dubai
REN-0005801,POL-009159,CUST-04636,PROD015,2022-12-10,2022-12-29,Lost to Competitor,0,34810.09,0.0,Corporate,Corporate,Dubai
REN-0005802,POL-009160,CUST-04636,PROD001,2024-09-14,2024-09-25,Renewed,1,15371.53,17615.16,Corporate,Corporate,Dubai
REN-0005803,POL-009161,CUST-04637,PROD020,2023-03-20,2023-03-27,Renewed,1,1961.66,2238.68,Individual,Mass Market,Ajman
REN-0005804,POL-009162,CUST-04638,PROD021,2024-10-10,2024-10-26,Renewed,1,484.23,516.32,Individual,Mass Market,Dubai
REN-0005805,POL-009163,CUST-04639,PROD008,2025-12-27,2026-01-08,Lost to Competitor,0,7411.69,0.0,SME,SME,Abu Dhabi
REN-0005806,POL-009164,CUST-04639,PROD012,2025-12-17,2025-12-10,Renewed,1,1108.5,1221.79,SME,SME,Abu Dhabi
REN-0005807,POL-009165,CUST-04639,PROD007,2026-07-04,2026-07-08,Renewed,1,9990.49,10305.93,SME,SME,Abu Dhabi
REN-0005808,POL-009166,CUST-04640,PROD012,2026-02-23,2026-02-23,Renewed,1,4109.86,4468.03,SME,SME,Dubai
REN-0005809,POL-009167,CUST-04640,PROD008,2026-06-03,2026-06-18,Renewed,1,8631.57,9563.35,SME,SME,Dubai
REN-0005810,POL-009168,CUST-04640,PROD013,2025-08-21,2025-08-31,Not Renewed,0,12603.53,0.0,SME,SME,Dubai
REN-0005811,POL-009169,CUST-04640,PROD024,2026-02-28,2026-03-02,Renewed,1,18960.77,21798.79,SME,SME,Dubai
REN-0005812,POL-009175,CUST-04642,PROD021,2025-04-15,2025-04-27,Customer Cancelled,0,287.23,0.0,Individual,Mass Market,Ras Al Khaimah
REN-0005813,POL-009181,CUST-04645,PROD022,2025-11-04,2025-11-10,Renewed,1,337.17,353.66,Individual,Mass Market,Abu Dhabi
REN-0005814,POL-009182,CUST-04645,PROD023,2025-10-16,2025-10-17,Renewed,1,536.93,604.05,Individual,Mass Market,Abu Dhabi
REN-0005815,POL-009184,CUST-04646,PROD012,2025-09-24,2025-10-20,Renewed,1,4269.28,4534.66,SME,SME,Ajman
REN-0005816,POL-009185,CUST-04647,PROD023,2024-11-08,2024-11-07,Lost to Competitor,0,1420.06,0.0,Individual,Mass Market,Sharjah
REN-0005817,POL-009186,CUST-04648,PROD021,2024-12-11,2024-12-09,Renewed,1,608.05,646.3,Individual,Affluent,Dubai
REN-0005818,POL-009187,CUST-04648,PROD017,2023-07-17,2023-08-07,Renewed,1,824.33,947.39,Individual,Affluent,Dubai
REN-0005819,POL-009188,CUST-04649,PROD024,2025-05-23,2025-06-02,Renewed,1,11141.38,12197.19,SME,SME,Abu Dhabi
REN-0005820,POL-009191,CUST-04649,PROD007,2025-04-12,2025-04-12,Lost to Competitor,0,5659.34,0.0,SME,SME,Abu Dhabi
REN-0005821,POL-009192,CUST-04650,PROD017,2025-06-05,2025-06-09,Renewed,1,2089.52,2182.6,Individual,Mass Market,Sharjah
REN-0005822,POL-009193,CUST-04651,PROD017,2024-02-07,2024-02-22,Renewed,1,1307.08,1442.03,Individual,Mass Market,Ajman
REN-0005823,POL-009194,CUST-04652,PROD018,2025-11-07,2025-12-01,Renewed,1,1432.32,1593.76,Individual,Mass Market,Dubai
REN-0005824,POL-009195,CUST-04653,PROD023,2025-08-25,2025-09-04,Renewed,1,492.92,539.96,Individual,Affluent,Umm Al Quwain
REN-0005825,POL-009197,CUST-04655,PROD023,2026-06-25,2026-07-16,Renewed,1,526.32,549.05,Individual,Mass Market,Dubai
REN-0005826,POL-009198,CUST-04656,PROD022,2021-08-31,2021-09-12,Not Renewed,0,353.1,0.0,Individual,Mass Market,Sharjah
REN-0005827,POL-009199,CUST-04657,PROD013,2026-07-18,2026-08-06,Renewed,1,9353.25,10702.11,SME,SME,Ajman
REN-0005828,POL-009200,CUST-04657,PROD007,2025-05-08,2025-05-03,Renewed,1,10156.75,11162.03,SME,SME,Ajman
REN-0005829,POL-009202,CUST-04658,PROD017,2026-07-01,2026-07-14,Renewed,1,1859.89,1925.89,Individual,Mass Market,Abu Dhabi
REN-0005830,POL-009205,CUST-04661,PROD019,2020-11-12,2020-12-05,Renewed,1,2937.36,3110.89,Individual,Affluent,Ras Al Khaimah
REN-0005831,POL-009206,CUST-04661,PROD018,2026-05-30,2026-05-22,Renewed,1,1992.38,2248.83,Individual,Affluent,Ras Al Khaimah
REN-0005832,POL-009207,CUST-04662,PROD023,2025-09-11,2025-09-07,Lost to Competitor,0,1510.82,0.0,Individual,High Net Worth,Dubai
REN-0005833,POL-009208,CUST-04663,PROD023,2025-10-26,2025-11-04,Renewed,1,923.43,1030.31,Individual,Mass Market,Abu Dhabi
REN-0005834,POL-009210,CUST-04665,PROD013,2026-01-07,2026-01-27,Renewed,1,5896.27,6572.89,SME,SME,Abu Dhabi
REN-0005835,POL-009211,CUST-04666,PROD025,2026-03-01,2026-03-18,Renewed,1,852.2,952.87,Individual,High Net Worth,Dubai
REN-0005836,POL-009212,CUST-04666,PROD021,2026-01-25,2026-01-29,Renewed,1,428.64,444.59,Individual,High Net Worth,Dubai
REN-0005837,POL-009221,CUST-04669,PROD023,2025-06-05,2025-07-01,Renewed,1,938.78,1028.07,Individual,Mass Market,Ajman
REN-0005838,POL-009222,CUST-04669,PROD022,2025-04-01,2025-04-05,Renewed,1,952.8,1058.28,Individual,Mass Market,Ajman
REN-0005839,POL-009224,CUST-04670,PROD017,2026-02-10,2026-02-27,Renewed,1,924.01,994.96,Individual,Mass Market,Ajman
REN-0005840,POL-009225,CUST-04670,PROD016,2026-02-18,2026-02-24,Renewed,1,837.99,886.85,Individual,Mass Market,Ajman
REN-0005841,POL-009226,CUST-04671,PROD023,2025-01-23,2025-01-19,Lost to Competitor,0,618.52,0.0,Individual,Affluent,Sharjah
REN-0005842,POL-009227,CUST-04672,PROD007,2026-01-22,2026-01-20,Lost to Competitor,0,7512.13,0.0,SME,SME,Sharjah
REN-0005843,POL-009228,CUST-04672,PROD024,2025-11-29,2025-12-19,Renewed,1,11467.35,12758.84,SME,SME,Sharjah
REN-0005844,POL-009229,CUST-04672,PROD014,2025-05-23,2025-06-20,Renewed,1,4662.35,5033.63,SME,SME,Sharjah
REN-0005845,POL-009230,CUST-04673,PROD008,2021-02-15,2021-03-16,Renewed,1,9423.61,10696.72,SME,SME,Abu Dhabi
REN-0005846,POL-009231,CUST-04673,PROD014,2024-04-16,2024-05-09,Renewed,1,6726.77,7521.6,SME,SME,Abu Dhabi
REN-0005847,POL-009232,CUST-04673,PROD007,2023-08-27,2023-08-29,Renewed,1,4917.62,5225.45,SME,SME,Abu Dhabi
REN-0005848,POL-009234,CUST-04675,PROD018,2026-06-12,2026-06-06,Renewed,1,920.73,1007.14,Individual,Affluent,Ajman
REN-0005849,POL-009241,CUST-04678,PROD015,2024-04-11,2024-04-30,Not Renewed,0,42474.92,0.0,Corporate,Corporate,Abu Dhabi
REN-0005850,POL-009242,CUST-04678,PROD002,2023-07-05,2023-07-15,Renewed,1,11994.16,13355.55,Corporate,Corporate,Abu Dhabi
REN-0005851,POL-009243,CUST-04678,PROD006,2025-01-22,2025-02-20,Renewed,1,25212.71,27925.93,Corporate,Corporate,Abu Dhabi
REN-0005852,POL-009245,CUST-04680,PROD018,2023-12-14,2024-01-06,Renewed,1,849.8,956.4,Individual,Affluent,Dubai
REN-0005853,POL-009246,CUST-04680,PROD017,2026-07-29,2026-07-24,Renewed,1,1537.88,1643.14,Individual,Affluent,Dubai
REN-0005854,POL-009247,CUST-04680,PROD023,2023-07-21,2023-08-16,Renewed,1,1035.2,1161.96,Individual,Affluent,Dubai
REN-0005855,POL-009249,CUST-04682,PROD018,2025-10-08,2025-10-29,Renewed,1,3959.06,4232.54,Individual,Mass Market,Abu Dhabi
REN-0005856,POL-009252,CUST-04684,PROD020,2026-05-18,2026-05-16,Renewed,1,1059.27,1174.45,Individual,Mass Market,Dubai
REN-0005857,POL-009253,CUST-04684,PROD021,2025-03-08,2025-03-17,Renewed,1,142.19,146.46,Individual,Mass Market,Dubai
REN-0005858,POL-009255,CUST-04686,PROD021,2025-01-09,2025-02-02,Not Renewed,0,359.72,0.0,Individual,Mass Market,Dubai
REN-0005859,POL-009256,CUST-04686,PROD017,2023-04-28,2023-05-26,Not Renewed,0,2307.83,0.0,Individual,Mass Market,Dubai
REN-0005860,POL-009258,CUST-04687,PROD022,2026-06-13,2026-06-25,Renewed,1,302.26,342.57,Individual,Mass Market,Dubai
REN-0005861,POL-009259,CUST-04688,PROD018,2025-07-22,2025-07-30,Renewed,1,1265.82,1340.81,Individual,Mass Market,Ras Al Khaimah
REN-0005862,POL-009260,CUST-04689,PROD023,2023-09-06,2023-09-16,Not Renewed,0,313.58,0.0,Individual,Mass Market,Abu Dhabi
REN-0005863,POL-009261,CUST-04689,PROD018,2023-09-27,2023-10-22,Lost to Competitor,0,2488.54,0.0,Individual,Mass Market,Abu Dhabi
REN-0005864,POL-009262,CUST-04690,PROD001,2025-07-18,2025-07-11,Renewed,1,16976.23,19060.76,Corporate,Corporate,Dubai
REN-0005865,POL-009264,CUST-04690,PROD015,2022-04-23,2022-05-05,Renewed,1,22825.7,25657.15,Corporate,Corporate,Dubai
REN-0005866,POL-009265,CUST-04691,PROD016,2023-09-19,2023-09-29,Renewed,1,1137.91,1300.06,Individual,Affluent,Dubai
REN-0005867,POL-009266,CUST-04691,PROD020,2025-04-04,2025-04-19,Renewed,1,3294.02,3687.9,Individual,Affluent,Dubai
REN-0005868,POL-009269,CUST-04693,PROD025,2026-04-05,2026-05-05,Renewed,1,646.51,712.54,Individual,Mass Market,Abu Dhabi
REN-0005869,POL-009270,CUST-04693,PROD016,2025-06-08,2025-05-30,Renewed,1,1651.18,1770.05,Individual,Mass Market,Abu Dhabi
REN-0005870,POL-009271,CUST-04694,PROD020,2024-11-14,2024-11-25,Renewed,1,1426.68,1471.45,Individual,High Net Worth,Abu Dhabi
REN-0005871,POL-009272,CUST-04694,PROD017,2025-07-04,2025-07-17,Renewed,1,1225.75,1372.39,Individual,High Net Worth,Abu Dhabi
REN-0005872,POL-009273,CUST-04694,PROD018,2026-06-20,2026-06-26,Renewed,1,1619.34,1758.5,Individual,High Net Worth,Abu Dhabi
REN-0005873,POL-009274,CUST-04694,PROD025,2025-07-15,2025-07-14,Renewed,1,440.14,459.88,Individual,High Net Worth,Abu Dhabi
REN-0005874,POL-009275,CUST-04695,PROD021,2023-05-13,2023-05-24,Lost to Competitor,0,539.39,0.0,Individual,High Net Worth,Dubai
REN-0005875,POL-009276,CUST-04695,PROD017,2026-02-11,2026-02-12,Renewed,1,2134.43,2330.44,Individual,High Net Worth,Dubai
REN-0005876,POL-009277,CUST-04695,PROD018,2025-08-21,2025-08-30,Renewed,1,3660.14,3948.62,Individual,High Net Worth,Dubai
REN-0005877,POL-009278,CUST-04696,PROD014,2024-09-04,2024-10-01,Renewed,1,10547.84,11321.49,SME,SME,Dubai
REN-0005878,POL-009282,CUST-04699,PROD025,2023-04-08,2023-04-09,Renewed,1,647.35,694.63,Individual,Affluent,Dubai
REN-0005879,POL-009283,CUST-04699,PROD019,2024-09-13,2024-09-04,Renewed,1,1646.58,1770.63,Individual,Affluent,Dubai
REN-0005880,POL-009285,CUST-04700,PROD015,2026-06-02,2026-06-07,Renewed,1,23875.74,25829.7,Corporate,Corporate,Abu Dhabi
REN-0005881,POL-009287,CUST-04700,PROD006,2025-06-25,2025-07-05,Not Renewed,0,22801.69,0.0,Corporate,Corporate,Abu Dhabi
