Lead_ID,Customer_ID,Lead_Date,Lead_Source,Product_Interest,Lead_Status,Quoted_Premium,Converted_Flag,Lead_Year
LEAD-00001185,CUST-16741,2024-03-27,Insurance Broker,Travel Insurance,Converted,15857.85,1,2024
LEAD-00001186,CUST-10421,2025-04-04,Website,Business Insurance,New,6932.07,0,2025
LEAD-00001187,CUST-02740,2024-01-15,Bank Partner,Car Insurance,Contacted,1925.22,0,2024
LEAD-00001188,CUST-17262,2024-05-15,Social Media,Home Insurance,Qualified,22315.45,0,2024
LEAD-00001189,CUST-02687,2025-12-25,Bank Partner,SME Insurance,New,12018.99,0,2025
LEAD-00001190,CUST-22539,2023-10-15,Referral,Home Insurance,Converted,22903.93,1,2023
LEAD-00001191,CUST-01559,2024-12-29,Referral,SME Insurance,Contacted,21890.5,0,2024
LEAD-00001192,CUST-05410,2023-12-01,Social Media,Health Insurance,Contacted,13565.96,0,2023
LEAD-00001193,CUST-10087,2026-02-01,Social Media,Health Insurance,Lost,17001.09,0,2026
LEAD-00001194,CUST-23333,2024-01-19,Referral,SME Insurance,Contacted,21087.9,0,2024
LEAD-00001195,CUST-07106,2024-08-31,Branch,SME Insurance,Lost,21738.78,0,2024
LEAD-00001196,CUST-15723,2024-03-24,Website,Life Insurance,Quoted,24272.7,0,2024
LEAD-00001197,CUST-03897,2026-03-04,Website,SME Insurance,Lost,17500.15,0,2026
LEAD-00001198,CUST-08385,2024-11-27,Social Media,Car Insurance,Contacted,12247.73,0,2024
LEAD-00001199,CUST-08129,2023-09-05,Social Media,Motor Fleet Insurance,Quoted,9347.27,0,2023
LEAD-00001200,CUST-13751,2024-12-19,Website,Travel Insurance,Quoted,15314.21,0,2024
LEAD-00001201,CUST-05623,2023-10-21,Referral,Business Insurance,Qualified,10680.17,0,2023
LEAD-00001202,CUST-24231,2025-05-05,Website,Cyber Security Insurance,Converted,2223.61,1,2025
LEAD-00001203,CUST-05264,2024-11-22,Social Media,Cyber Security Insurance,Quoted,22078.21,0,2024
LEAD-00001204,CUST-14689,2023-08-22,Referral,Health Insurance,Qualified,8690.41,0,2023
LEAD-00001205,CUST-10381,2024-08-16,Social Media,Motor Fleet Insurance,Qualified,7751.06,0,2024
LEAD-00001206,CUST-04847,2024-11-27,Email Campaign,Life Insurance,Contacted,3202.3,0,2024
LEAD-00001207,CUST-16044,2025-04-26,Email Campaign,Cyber Security Insurance,Qualified,15030.92,0,2025
LEAD-00001208,CUST-01876,2025-05-25,Bank Partner,Motor Fleet Insurance,Qualified,6682.3,0,2025
LEAD-00001209,CUST-21372,2025-05-19,Email Campaign,SME Insurance,Converted,19173.16,1,2025
LEAD-00001210,CUST-08941,2024-06-02,Google Ads,Business Insurance,Qualified,16670.81,0,2024
LEAD-00001211,CUST-07293,2024-04-10,Social Media,Cyber Security Insurance,New,10337.25,0,2024
LEAD-00001212,CUST-15606,2024-08-07,Insurance Broker,Home Insurance,Contacted,2056.43,0,2024
LEAD-00001213,CUST-03242,2023-11-10,Referral,Home Insurance,New,16744.4,0,2023
LEAD-00001214,CUST-11689,2025-10-06,Google Ads,Motor Fleet Insurance,Lost,14808.04,0,2025
LEAD-00001215,CUST-12042,2024-09-15,Referral,Life Insurance,Quoted,17526.96,0,2024
LEAD-00001216,CUST-17464,2024-05-07,Insurance Broker,Home Insurance,Converted,4982.02,1,2024
LEAD-00001217,CUST-13369,2023-11-10,Google Ads,Health Insurance,Qualified,10395.97,0,2023
LEAD-00001218,CUST-08706,2026-05-24,Website,SME Insurance,Contacted,3633.97,0,2026
LEAD-00001219,CUST-15755,2023-08-23,Insurance Broker,Car Insurance,Converted,9885.04,1,2023
LEAD-00001220,CUST-24125,2025-05-02,Website,Home Insurance,Contacted,18687.72,0,2025
LEAD-00001221,CUST-11346,2024-04-03,Referral,Home Insurance,Contacted,1862.36,0,2024
LEAD-00001222,CUST-14175,2025-10-09,Email Campaign,Cyber Security Insurance,Qualified,21899.54,0,2025
LEAD-00001223,CUST-16806,2025-09-29,Social Media,Life Insurance,New,13070.06,0,2025
LEAD-00001224,CUST-04945,2026-07-05,Website,Life Insurance,New,19816.24,0,2026
LEAD-00001225,CUST-04812,2025-06-11,Website,Life Insurance,Contacted,15368.07,0,2025
LEAD-00001226,CUST-00106,2024-04-19,Insurance Broker,SME Insurance,New,5912.03,0,2024
LEAD-00001227,CUST-15894,2024-06-05,Email Campaign,Car Insurance,Lost,13763.56,0,2024
LEAD-00001228,CUST-22884,2026-03-01,Website,Motor Fleet Insurance,Contacted,17809.83,0,2026
LEAD-00001229,CUST-17258,2025-10-21,Google Ads,Business Insurance,New,11113.2,0,2025
LEAD-00001230,CUST-18896,2025-05-20,Insurance Broker,Life Insurance,New,20741.26,0,2025
LEAD-00001231,CUST-14501,2026-02-05,Google Ads,Cyber Security Insurance,New,24050.13,0,2026
LEAD-00001232,CUST-13086,2025-12-20,Website,Health Insurance,New,10590.91,0,2025
LEAD-00001233,CUST-09720,2026-07-10,Insurance Broker,Motor Fleet Insurance,New,22246.77,0,2026
LEAD-00001234,CUST-24408,2024-09-09,Google Ads,Life Insurance,Converted,16090.6,1,2024
LEAD-00001235,CUST-14311,2025-07-18,Branch,Travel Insurance,Qualified,18765.65,0,2025
LEAD-00001236,CUST-14307,2025-06-01,Referral,Business Insurance,Qualified,14807.49,0,2025
LEAD-00001237,CUST-04664,2024-02-09,Branch,Motor Fleet Insurance,New,22904.63,0,2024
LEAD-00001238,CUST-13321,2026-06-17,Google Ads,Car Insurance,New,4352.37,0,2026
LEAD-00001239,CUST-15330,2026-02-28,Insurance Broker,Home Insurance,Contacted,22068.05,0,2026
LEAD-00001240,CUST-01690,2023-09-29,Bank Partner,Business Insurance,Quoted,20227.42,0,2023
LEAD-00001241,CUST-15078,2025-06-16,Google Ads,Health Insurance,Quoted,3715.59,0,2025
LEAD-00001242,CUST-23297,2025-11-12,Insurance Broker,Home Insurance,Contacted,10180.73,0,2025
LEAD-00001243,CUST-15703,2026-05-03,Branch,Car Insurance,Quoted,20699.44,0,2026
LEAD-00001244,CUST-10068,2023-08-23,Google Ads,Travel Insurance,Qualified,7353.82,0,2023
LEAD-00001245,CUST-10975,2024-12-03,Google Ads,Car Insurance,New,14621.19,0,2024
LEAD-00001246,CUST-12060,2023-11-28,Insurance Broker,Car Insurance,Converted,10830.06,1,2023
LEAD-00001247,CUST-09109,2024-08-29,Website,Travel Insurance,New,1646.44,0,2024
LEAD-00001248,CUST-19476,2025-02-02,Insurance Broker,Travel Insurance,New,13526.12,0,2025
LEAD-00001249,CUST-17274,2024-06-14,Insurance Broker,Business Insurance,Qualified,13151.99,0,2024
LEAD-00001250,CUST-08235,2024-04-06,Bank Partner,Health Insurance,Converted,5171.89,1,2024
LEAD-00001251,CUST-09973,2025-01-09,Branch,Travel Insurance,Contacted,23398.42,0,2025
LEAD-00001252,CUST-13637,2026-03-22,Website,Travel Insurance,Contacted,14764.42,0,2026
LEAD-00001253,CUST-21330,2026-02-19,Google Ads,Motor Fleet Insurance,Contacted,20985.04,0,2026
LEAD-00001254,CUST-23287,2023-08-20,Insurance Broker,Business Insurance,New,5900.94,0,2023
LEAD-00001255,CUST-10096,2026-03-24,Referral,Life Insurance,New,8377.07,0,2026
LEAD-00001256,CUST-20432,2024-10-19,Social Media,Motor Fleet Insurance,Lost,2219.5,0,2024
LEAD-00001257,CUST-17065,2026-07-24,Referral,Motor Fleet Insurance,New,14578.38,0,2026
LEAD-00001258,CUST-08860,2024-10-04,Google Ads,Travel Insurance,Contacted,8416.53,0,2024
LEAD-00001259,CUST-04923,2025-10-23,Insurance Broker,Business Insurance,New,19288.48,0,2025
LEAD-00001260,CUST-03228,2025-06-21,Bank Partner,Motor Fleet Insurance,New,13530.8,0,2025
LEAD-00001261,CUST-04478,2026-03-31,Google Ads,Business Insurance,New,21096.99,0,2026
LEAD-00001262,CUST-24227,2025-05-23,Referral,Motor Fleet Insurance,Lost,23271.13,0,2025
LEAD-00001263,CUST-17678,2025-06-24,Insurance Broker,Cyber Security Insurance,New,8205.47,0,2025
LEAD-00001264,CUST-12223,2025-12-06,Social Media,Cyber Security Insurance,Quoted,6784.0,0,2025
LEAD-00001265,CUST-08191,2024-04-14,Social Media,Car Insurance,Converted,9616.32,1,2024
LEAD-00001266,CUST-01886,2024-02-11,Google Ads,Home Insurance,Contacted,7509.12,0,2024
LEAD-00001267,CUST-21195,2024-01-11,Website,Cyber Security Insurance,New,20360.84,0,2024
LEAD-00001268,CUST-12848,2026-01-15,Email Campaign,Home Insurance,Quoted,16507.62,0,2026
LEAD-00001269,CUST-19972,2026-05-31,Referral,Business Insurance,Quoted,12936.29,0,2026
LEAD-00001270,CUST-19258,2026-05-20,Branch,Travel Insurance,Qualified,19002.57,0,2026
LEAD-00001271,CUST-07738,2026-03-27,Referral,Home Insurance,New,7472.09,0,2026
LEAD-00001272,CUST-10392,2024-11-01,Referral,Health Insurance,Contacted,22736.62,0,2024
LEAD-00001273,CUST-24308,2023-10-24,Insurance Broker,Home Insurance,Contacted,13656.91,0,2023
LEAD-00001274,CUST-05109,2026-02-20,Referral,Car Insurance,Qualified,10173.07,0,2026
LEAD-00001275,CUST-11596,2024-04-18,Website,SME Insurance,Converted,9245.89,1,2024
LEAD-00001276,CUST-02878,2024-07-31,Insurance Broker,Business Insurance,Quoted,21291.11,0,2024
LEAD-00001277,CUST-17324,2026-03-12,Bank Partner,Motor Fleet Insurance,Contacted,3571.98,0,2026
LEAD-00001278,CUST-14163,2023-08-22,Insurance Broker,Car Insurance,Lost,20923.43,0,2023
LEAD-00001279,CUST-22370,2024-05-13,Website,SME Insurance,New,20179.37,0,2024
LEAD-00001280,CUST-05296,2024-11-26,Bank Partner,Car Insurance,Contacted,2359.46,0,2024
LEAD-00001281,CUST-12046,2025-04-08,Referral,Life Insurance,Quoted,20574.75,0,2025
LEAD-00001282,CUST-17115,2024-06-12,Website,Travel Insurance,Converted,8960.87,1,2024
LEAD-00001283,CUST-10589,2025-11-18,Insurance Broker,Travel Insurance,New,16994.55,0,2025
LEAD-00001284,CUST-09859,2025-09-21,Bank Partner,SME Insurance,Quoted,17815.44,0,2025
LEAD-00001285,CUST-02811,2025-05-04,Google Ads,Life Insurance,Converted,5935.7,1,2025
LEAD-00001286,CUST-20068,2023-09-06,Bank Partner,Cyber Security Insurance,Qualified,2184.67,0,2023
LEAD-00001287,CUST-15660,2026-02-01,Website,Home Insurance,New,20277.19,0,2026
LEAD-00001288,CUST-01380,2026-03-21,Insurance Broker,Health Insurance,Lost,4096.0,0,2026
LEAD-00001289,CUST-13887,2025-02-25,Bank Partner,Motor Fleet Insurance,Qualified,744.31,0,2025
LEAD-00001290,CUST-06450,2024-11-26,Bank Partner,Car Insurance,New,11354.98,0,2024
LEAD-00001291,CUST-12677,2024-12-07,Branch,SME Insurance,Contacted,11749.72,0,2024
LEAD-00001292,CUST-22672,2025-10-31,Website,Car Insurance,Qualified,11664.89,0,2025
LEAD-00001293,CUST-21338,2024-01-16,Referral,Cyber Security Insurance,Qualified,8644.08,0,2024
LEAD-00001294,CUST-17691,2026-06-03,Social Media,Car Insurance,New,780.32,0,2026
LEAD-00001295,CUST-00910,2025-08-08,Insurance Broker,Car Insurance,New,23052.72,0,2025
LEAD-00001296,CUST-19169,2025-09-04,Referral,SME Insurance,Contacted,10348.52,0,2025
LEAD-00001297,CUST-17165,2023-10-31,Website,Life Insurance,New,16453.66,0,2023
LEAD-00001298,CUST-06331,2024-08-20,Website,Motor Fleet Insurance,Lost,12205.06,0,2024
LEAD-00001299,CUST-07196,2025-01-16,Google Ads,Travel Insurance,Converted,1378.42,1,2025
LEAD-00001300,CUST-04839,2026-01-24,Social Media,SME Insurance,Quoted,6763.28,0,2026
LEAD-00001301,CUST-21535,2023-08-30,Referral,SME Insurance,Converted,5537.51,1,2023
LEAD-00001302,CUST-11331,2025-10-21,Social Media,Home Insurance,Converted,7982.61,1,2025
LEAD-00001303,CUST-18159,2025-07-19,Google Ads,SME Insurance,Lost,3325.29,0,2025
LEAD-00001304,CUST-05932,2025-05-31,Google Ads,Car Insurance,New,7170.15,0,2025
LEAD-00001305,CUST-24126,2023-11-10,Branch,SME Insurance,Lost,13986.92,0,2023
LEAD-00001306,CUST-08222,2025-08-22,Bank Partner,Business Insurance,Converted,21711.32,1,2025
LEAD-00001307,CUST-01801,2024-02-23,Google Ads,Life Insurance,Quoted,11950.08,0,2024
LEAD-00001308,CUST-12639,2026-02-17,Google Ads,Motor Fleet Insurance,Quoted,18919.2,0,2026
LEAD-00001309,CUST-17158,2025-03-24,Website,Car Insurance,Contacted,16494.05,0,2025
LEAD-00001310,CUST-04508,2024-08-11,Website,Health Insurance,Contacted,20622.18,0,2024
LEAD-00001311,CUST-24683,2025-07-30,Insurance Broker,Home Insurance,Contacted,18505.47,0,2025
LEAD-00001312,CUST-11174,2024-12-20,Insurance Broker,Life Insurance,Quoted,1583.56,0,2024
LEAD-00001313,CUST-03771,2024-04-08,Social Media,Life Insurance,Contacted,18818.23,0,2024
LEAD-00001314,CUST-07379,2025-02-24,Branch,Cyber Security Insurance,Qualified,10125.0,0,2025
LEAD-00001315,CUST-21777,2023-09-13,Google Ads,Home Insurance,Contacted,23078.92,0,2023
LEAD-00001316,CUST-03183,2024-07-07,Website,Car Insurance,Contacted,22888.8,0,2024
LEAD-00001317,CUST-02587,2024-12-23,Bank Partner,Car Insurance,New,20374.5,0,2024
LEAD-00001318,CUST-19959,2024-05-29,Social Media,Cyber Security Insurance,Contacted,18437.46,0,2024
LEAD-00001319,CUST-15322,2025-08-22,Insurance Broker,Car Insurance,Lost,4834.42,0,2025
LEAD-00001320,CUST-17271,2026-01-17,Website,SME Insurance,Qualified,4517.98,0,2026
LEAD-00001321,CUST-24112,2025-10-24,Email Campaign,Motor Fleet Insurance,Quoted,14273.96,0,2025
LEAD-00001322,CUST-15161,2025-12-15,Google Ads,Motor Fleet Insurance,Lost,11135.51,0,2025
LEAD-00001323,CUST-05500,2025-08-16,Branch,Cyber Security Insurance,Converted,13795.84,1,2025
LEAD-00001324,CUST-13937,2023-09-11,Website,Car Insurance,Qualified,1437.91,0,2023
LEAD-00001325,CUST-05449,2025-02-19,Website,Motor Fleet Insurance,Quoted,21759.39,0,2025
LEAD-00001326,CUST-13529,2024-02-17,Branch,SME Insurance,Quoted,17476.64,0,2024
LEAD-00001327,CUST-15525,2023-11-22,Google Ads,SME Insurance,Converted,4323.7,1,2023
LEAD-00001328,CUST-22392,2025-03-18,Email Campaign,Car Insurance,Converted,23256.37,1,2025
LEAD-00001329,CUST-20875,2026-02-10,Insurance Broker,Home Insurance,Lost,24580.59,0,2026
LEAD-00001330,CUST-18965,2026-03-28,Bank Partner,Business Insurance,Converted,10397.19,1,2026
LEAD-00001331,CUST-13270,2024-06-02,Social Media,Health Insurance,Qualified,11307.28,0,2024
LEAD-00001332,CUST-12613,2025-05-31,Branch,Health Insurance,New,1034.49,0,2025
LEAD-00001333,CUST-00714,2025-04-05,Referral,Travel Insurance,New,19032.1,0,2025
LEAD-00001334,CUST-14575,2026-07-09,Google Ads,Car Insurance,Qualified,20673.48,0,2026
LEAD-00001335,CUST-23985,2023-09-09,Website,Cyber Security Insurance,Converted,18142.63,1,2023
LEAD-00001336,CUST-21382,2024-06-14,Referral,Life Insurance,New,12340.46,0,2024
LEAD-00001337,CUST-02461,2025-06-08,Insurance Broker,Cyber Security Insurance,Quoted,7535.25,0,2025
LEAD-00001338,CUST-22077,2024-04-24,Google Ads,Health Insurance,Converted,7650.0,1,2024
LEAD-00001339,CUST-17361,2026-07-01,Website,Car Insurance,Contacted,9255.81,0,2026
LEAD-00001340,CUST-08984,2024-11-17,Branch,Health Insurance,Qualified,23738.23,0,2024
LEAD-00001341,CUST-22230,2024-12-23,Website,Life Insurance,New,5599.75,0,2024
LEAD-00001342,CUST-03615,2026-08-04,Insurance Broker,Motor Fleet Insurance,New,1689.29,0,2026
LEAD-00001343,CUST-20285,2025-02-04,Branch,SME Insurance,Lost,5117.85,0,2025
LEAD-00001344,CUST-20953,2026-04-26,Insurance Broker,Business Insurance,Quoted,12386.27,0,2026
LEAD-00001345,CUST-12781,2024-02-02,Google Ads,Business Insurance,Qualified,17754.07,0,2024
LEAD-00001346,CUST-18547,2024-05-24,Google Ads,Home Insurance,New,24627.39,0,2024
LEAD-00001347,CUST-20345,2026-03-22,Branch,Business Insurance,Quoted,6084.72,0,2026
LEAD-00001348,CUST-17052,2025-05-24,Referral,Travel Insurance,New,18372.49,0,2025
LEAD-00001349,CUST-13909,2025-05-12,Insurance Broker,Health Insurance,Qualified,7662.02,0,2025
LEAD-00001350,CUST-02686,2025-09-13,Google Ads,Life Insurance,Contacted,6499.38,0,2025
LEAD-00001351,CUST-04103,2024-02-23,Referral,Business Insurance,New,24681.37,0,2024
LEAD-00001352,CUST-02647,2024-07-07,Referral,Car Insurance,Converted,897.89,1,2024
LEAD-00001353,CUST-00766,2025-07-28,Referral,Travel Insurance,New,4313.71,0,2025
LEAD-00001354,CUST-07642,2026-04-04,Referral,Motor Fleet Insurance,New,17358.2,0,2026
LEAD-00001355,CUST-20503,2025-01-27,Website,Travel Insurance,Quoted,12975.3,0,2025
LEAD-00001356,CUST-05891,2024-05-12,Website,Motor Fleet Insurance,Quoted,10777.37,0,2024
LEAD-00001357,CUST-12599,2025-02-05,Social Media,Travel Insurance,Contacted,17291.38,0,2025
LEAD-00001358,CUST-09387,2023-08-21,Social Media,Cyber Security Insurance,Qualified,4943.99,0,2023
LEAD-00001359,CUST-14261,2023-09-06,Insurance Broker,Car Insurance,Converted,1661.21,1,2023
LEAD-00001360,CUST-09194,2026-02-13,Referral,Car Insurance,Qualified,5078.15,0,2026
LEAD-00001361,CUST-04609,2023-08-21,Social Media,Motor Fleet Insurance,Contacted,3446.98,0,2023
LEAD-00001362,CUST-15226,2025-07-24,Website,Health Insurance,Quoted,8689.62,0,2025
LEAD-00001363,CUST-04483,2024-04-15,Bank Partner,Home Insurance,Quoted,3171.96,0,2024
LEAD-00001364,CUST-12501,2026-07-06,Website,Business Insurance,Quoted,21821.94,0,2026
LEAD-00001365,CUST-14319,2025-05-22,Website,Business Insurance,Contacted,12142.54,0,2025
LEAD-00001366,CUST-22385,2024-03-08,Website,Car Insurance,Qualified,20964.52,0,2024
LEAD-00001367,CUST-04151,2024-03-29,Referral,Car Insurance,Converted,1247.59,1,2024
LEAD-00001368,CUST-04176,2023-09-26,Insurance Broker,Car Insurance,Qualified,16785.16,0,2023
LEAD-00001369,CUST-06218,2025-01-04,Website,Health Insurance,New,18219.31,0,2025
LEAD-00001370,CUST-20947,2024-12-25,Referral,Car Insurance,Converted,20384.8,1,2024
LEAD-00001371,CUST-23672,2026-06-10,Email Campaign,SME Insurance,New,10113.09,0,2026
LEAD-00001372,CUST-09917,2024-10-22,Insurance Broker,Health Insurance,Contacted,15208.57,0,2024
LEAD-00001373,CUST-15457,2023-12-25,Email Campaign,Cyber Security Insurance,Qualified,12806.86,0,2023
LEAD-00001374,CUST-19397,2024-01-30,Social Media,Business Insurance,Quoted,23675.55,0,2024
LEAD-00001375,CUST-19204,2023-09-18,Website,Car Insurance,Lost,20972.12,0,2023
LEAD-00001376,CUST-00917,2023-08-26,Website,Car Insurance,Converted,1692.63,1,2023
LEAD-00001377,CUST-23667,2026-05-02,Insurance Broker,Cyber Security Insurance,Lost,19797.67,0,2026
LEAD-00001378,CUST-10721,2025-07-04,Email Campaign,Health Insurance,Contacted,2390.82,0,2025
LEAD-00001379,CUST-05779,2024-05-23,Google Ads,Car Insurance,Converted,17621.95,1,2024
LEAD-00001380,CUST-04263,2025-07-28,Website,Travel Insurance,Qualified,5039.27,0,2025
LEAD-00001381,CUST-04371,2023-10-07,Branch,Business Insurance,Qualified,6189.15,0,2023
LEAD-00001382,CUST-02398,2025-07-25,Google Ads,Health Insurance,Qualified,16650.66,0,2025
LEAD-00001383,CUST-14600,2023-12-13,Insurance Broker,Motor Fleet Insurance,New,12845.07,0,2023
LEAD-00001384,CUST-19286,2023-12-04,Bank Partner,Life Insurance,Quoted,8934.75,0,2023
LEAD-00001385,CUST-01055,2025-07-31,Email Campaign,Cyber Security Insurance,Converted,7087.51,1,2025
LEAD-00001386,CUST-02390,2023-10-08,Branch,Cyber Security Insurance,New,18733.95,0,2023
LEAD-00001387,CUST-02240,2025-09-30,Social Media,Home Insurance,Converted,9466.32,1,2025
LEAD-00001388,CUST-05398,2026-08-07,Google Ads,Car Insurance,Qualified,9758.55,0,2026
LEAD-00001389,CUST-24784,2023-09-24,Google Ads,Business Insurance,Lost,1481.62,0,2023
LEAD-00001390,CUST-24144,2024-09-26,Google Ads,Life Insurance,Converted,9545.36,1,2024
LEAD-00001391,CUST-07193,2025-03-28,Website,Cyber Security Insurance,New,19727.19,0,2025
LEAD-00001392,CUST-23647,2024-12-01,Website,Motor Fleet Insurance,Converted,19357.77,1,2024
LEAD-00001393,CUST-07206,2024-07-30,Website,Motor Fleet Insurance,Converted,11980.12,1,2024
LEAD-00001394,CUST-03984,2024-05-18,Insurance Broker,Car Insurance,Lost,24052.29,0,2024
LEAD-00001395,CUST-12104,2024-09-19,Insurance Broker,Motor Fleet Insurance,Converted,8878.01,1,2024
LEAD-00001396,CUST-19670,2025-07-19,Website,Health Insurance,New,14549.02,0,2025
LEAD-00001397,CUST-19629,2023-10-10,Insurance Broker,Life Insurance,Converted,22104.71,1,2023
LEAD-00001398,CUST-22258,2025-12-22,Google Ads,Business Insurance,Converted,24366.43,1,2025
LEAD-00001399,CUST-21033,2024-09-20,Social Media,Business Insurance,Quoted,13009.91,0,2024
LEAD-00001400,CUST-20068,2025-02-01,Website,Health Insurance,Converted,795.3,1,2025
LEAD-00001401,CUST-20603,2025-09-08,Insurance Broker,Cyber Security Insurance,Converted,18906.83,1,2025
LEAD-00001402,CUST-06404,2026-05-13,Insurance Broker,SME Insurance,Converted,21093.09,1,2026
LEAD-00001403,CUST-06213,2025-02-20,Website,Motor Fleet Insurance,New,18244.47,0,2025
LEAD-00001404,CUST-24842,2024-02-16,Website,Cyber Security Insurance,Qualified,13085.46,0,2024
LEAD-00001405,CUST-16538,2025-06-27,Insurance Broker,Travel Insurance,New,1619.83,0,2025
LEAD-00001406,CUST-19587,2025-01-14,Insurance Broker,Life Insurance,Quoted,18568.66,0,2025
LEAD-00001407,CUST-00359,2024-04-18,Bank Partner,Car Insurance,Quoted,18059.07,0,2024
LEAD-00001408,CUST-09629,2025-09-20,Referral,Life Insurance,Converted,14685.17,1,2025
LEAD-00001409,CUST-22497,2024-07-30,Website,Home Insurance,Contacted,17868.27,0,2024
LEAD-00001410,CUST-08709,2025-04-18,Google Ads,SME Insurance,Contacted,1514.27,0,2025
LEAD-00001411,CUST-22516,2025-09-11,Insurance Broker,Home Insurance,Qualified,691.58,0,2025
LEAD-00001412,CUST-19465,2023-09-04,Website,SME Insurance,Contacted,11347.64,0,2023
LEAD-00001413,CUST-17008,2026-03-04,Google Ads,Business Insurance,Lost,10819.56,0,2026
LEAD-00001414,CUST-20301,2026-07-28,Social Media,Business Insurance,Quoted,23229.89,0,2026
LEAD-00001415,CUST-01574,2023-09-09,Website,Car Insurance,Lost,13696.95,0,2023
LEAD-00001416,CUST-15446,2024-03-01,Google Ads,Business Insurance,Quoted,13056.18,0,2024
LEAD-00001417,CUST-14739,2025-02-22,Insurance Broker,Cyber Security Insurance,Quoted,4349.11,0,2025
LEAD-00001418,CUST-12511,2026-02-18,Insurance Broker,Motor Fleet Insurance,Qualified,1446.91,0,2026
LEAD-00001419,CUST-01213,2024-05-28,Referral,Motor Fleet Insurance,Qualified,20439.26,0,2024
LEAD-00001420,CUST-10716,2026-02-27,Bank Partner,Business Insurance,Lost,15185.95,0,2026
LEAD-00001421,CUST-17746,2024-11-26,Google Ads,Cyber Security Insurance,Quoted,23425.14,0,2024
LEAD-00001422,CUST-19143,2025-03-05,Insurance Broker,Business Insurance,Contacted,2842.77,0,2025
LEAD-00001423,CUST-24879,2026-05-21,Insurance Broker,Business Insurance,Contacted,8313.62,0,2026
LEAD-00001424,CUST-08954,2025-05-06,Insurance Broker,Life Insurance,Qualified,23336.23,0,2025
LEAD-00001425,CUST-12998,2025-12-31,Email Campaign,Cyber Security Insurance,Contacted,10170.08,0,2025
LEAD-00001426,CUST-24878,2025-03-01,Insurance Broker,Life Insurance,Contacted,23879.61,0,2025
LEAD-00001427,CUST-19690,2024-08-07,Google Ads,Business Insurance,New,6069.44,0,2024
LEAD-00001428,CUST-16865,2026-07-23,Website,Travel Insurance,New,18070.66,0,2026
LEAD-00001429,CUST-00798,2026-07-29,Social Media,Life Insurance,Contacted,10555.78,0,2026
LEAD-00001430,CUST-08051,2026-01-03,Website,Travel Insurance,Quoted,15722.01,0,2026
LEAD-00001431,CUST-09451,2025-03-04,Website,SME Insurance,Quoted,14051.29,0,2025
LEAD-00001432,CUST-18403,2026-06-01,Branch,Motor Fleet Insurance,Qualified,10308.81,0,2026
LEAD-00001433,CUST-23124,2024-02-28,Google Ads,Travel Insurance,New,11554.82,0,2024
LEAD-00001434,CUST-06885,2025-09-30,Website,Motor Fleet Insurance,Quoted,11155.84,0,2025
LEAD-00001435,CUST-11939,2024-03-01,Referral,Life Insurance,Converted,1123.08,1,2024
LEAD-00001436,CUST-19422,2025-10-22,Referral,Cyber Security Insurance,Qualified,3640.46,0,2025
LEAD-00001437,CUST-00234,2024-04-23,Referral,SME Insurance,New,5193.83,0,2024
LEAD-00001438,CUST-09912,2025-06-14,Website,Health Insurance,Contacted,9138.68,0,2025
LEAD-00001439,CUST-24711,2024-11-28,Bank Partner,SME Insurance,Lost,22334.24,0,2024
LEAD-00001440,CUST-13263,2025-08-13,Website,Home Insurance,Qualified,10574.94,0,2025
LEAD-00001441,CUST-21530,2023-10-10,Insurance Broker,Life Insurance,New,20619.4,0,2023
LEAD-00001442,CUST-10640,2024-12-05,Branch,Travel Insurance,Qualified,4017.24,0,2024
LEAD-00001443,CUST-24475,2024-07-18,Google Ads,Business Insurance,Qualified,22443.65,0,2024
LEAD-00001444,CUST-01996,2023-11-18,Website,Life Insurance,Contacted,20137.39,0,2023
LEAD-00001445,CUST-08108,2024-09-10,Branch,Cyber Security Insurance,Contacted,20333.85,0,2024
LEAD-00001446,CUST-23132,2025-10-17,Bank Partner,Cyber Security Insurance,Qualified,13576.1,0,2025
LEAD-00001447,CUST-00647,2026-08-15,Insurance Broker,Motor Fleet Insurance,Quoted,3295.24,0,2026
LEAD-00001448,CUST-00235,2025-09-01,Website,Car Insurance,Qualified,24307.19,0,2025
LEAD-00001449,CUST-01910,2024-02-12,Website,Car Insurance,Contacted,21377.66,0,2024
LEAD-00001450,CUST-18075,2024-07-20,Bank Partner,Car Insurance,New,18286.13,0,2024
LEAD-00001451,CUST-01495,2023-10-31,Website,Business Insurance,Qualified,3094.46,0,2023
LEAD-00001452,CUST-10269,2025-05-28,Website,Cyber Security Insurance,Contacted,16132.85,0,2025
LEAD-00001453,CUST-04009,2024-02-15,Website,SME Insurance,Quoted,8839.54,0,2024
LEAD-00001454,CUST-17043,2024-02-25,Google Ads,Cyber Security Insurance,Converted,20713.41,1,2024
LEAD-00001455,CUST-00208,2025-05-23,Email Campaign,SME Insurance,New,1253.21,0,2025
LEAD-00001456,CUST-23239,2024-07-21,Branch,Travel Insurance,New,17301.77,0,2024
LEAD-00001457,CUST-19997,2025-07-02,Branch,Travel Insurance,Lost,16035.07,0,2025
LEAD-00001458,CUST-05790,2025-11-30,Email Campaign,SME Insurance,New,23066.65,0,2025
LEAD-00001459,CUST-00297,2025-08-19,Social Media,Business Insurance,Contacted,5511.87,0,2025
