Customer_ID,Customer_Type,Gender,Age,Nationality,Emirate,Industry,Company_Size,Customer_Segment,Customer_Since,Acquisition_Channel
CUST-03860,SME,Male,58,Indian,Dubai,Education,Micro,SME,2023-07-19,Insurance Agent
CUST-03861,SME,Male,36,Other,Abu Dhabi,Manufacturing,Small,SME,2024-09-28,Insurance Broker
CUST-03862,Individual,Male,67,Pakistani,Abu Dhabi,Individual,,Affluent,2022-03-04,Insurance Agent
CUST-03863,Individual,Female,54,Pakistani,Abu Dhabi,Individual,,Affluent,2021-02-17,Corporate Partner
CUST-03864,Individual,Female,50,Nepalese,Ras Al Khaimah,Individual,,Mass Market,2019-12-01,Insurance Broker
CUST-03865,Individual,Male,37,Emirati,Abu Dhabi,Individual,,Affluent,2020-04-15,Insurance Agent
CUST-03866,Individual,Male,32,Other,Dubai,Individual,,Mass Market,2021-06-04,Direct Online
CUST-03867,Individual,Male,37,Pakistani,Abu Dhabi,Individual,,Affluent,2020-07-29,Direct Online
CUST-03868,Individual,Female,32,Emirati,Abu Dhabi,Individual,,Mass Market,2021-11-07,Insurance Agent
CUST-03869,Individual,Female,21,Emirati,Dubai,Individual,,Mass Market,2023-06-20,Insurance Agent
CUST-03870,Individual,Male,45,Indian,Dubai,Individual,,Mass Market,2025-09-16,Direct Online
CUST-03871,Individual,Female,41,Other,Dubai,Individual,,Mass Market,2020-09-16,Insurance Broker
CUST-03872,Individual,Male,51,Emirati,Fujairah,Individual,,Mass Market,2022-11-13,Insurance Agent
CUST-03873,Individual,Male,56,Other,Dubai,Individual,,High Net Worth,2023-04-21,Direct Online
CUST-03874,SME,Female,53,Filipino,Abu Dhabi,Healthcare,Micro,SME,2024-03-09,Corporate Partner
CUST-03875,Individual,Male,25,Indian,Dubai,Individual,,Mass Market,2024-06-11,Insurance Broker
CUST-03876,Individual,Female,39,Indian,Ajman,Individual,,Mass Market,2021-06-28,Insurance Broker
CUST-03877,Individual,Male,41,Emirati,Dubai,Individual,,Mass Market,2020-10-22,Direct Online
CUST-03878,SME,Female,40,Pakistani,Dubai,Financial Services,Micro,SME,2025-02-10,Bank / Bancassurance
CUST-03879,Individual,Male,28,Filipino,Dubai,Individual,,Mass Market,2025-08-10,Bank / Bancassurance
CUST-03880,Individual,Male,47,Other,Dubai,Individual,,Mass Market,2022-10-11,Direct Online
CUST-03881,Individual,Male,61,Indian,Dubai,Individual,,Affluent,2024-10-10,Insurance Broker
CUST-03882,SME,Female,39,Indian,Dubai,Real Estate,Small,SME,2024-01-29,Direct Online
CUST-03883,Corporate,Male,46,Nepalese,Sharjah,Healthcare,Large,Corporate,2024-11-28,Direct Online
CUST-03884,Individual,Male,63,Other,Dubai,Individual,,Mass Market,2022-10-17,Bank / Bancassurance
CUST-03885,SME,Female,30,Indian,Dubai,Professional Services,Micro,SME,2022-07-16,Insurance Agent
CUST-03886,Corporate,Male,55,Egyptian,Abu Dhabi,Professional Services,Large,Corporate,2020-01-19,Corporate Partner
CUST-03887,SME,Male,50,Emirati,Abu Dhabi,Retail,Micro,SME,2024-11-07,Insurance Broker
CUST-03888,Individual,Female,31,Indian,Dubai,Individual,,Mass Market,2025-05-19,Bank / Bancassurance
CUST-03889,Individual,Male,53,Pakistani,Abu Dhabi,Individual,,Mass Market,2021-08-13,Bank / Bancassurance
CUST-03890,Individual,Male,54,Other,Dubai,Individual,,Mass Market,2020-01-22,Branch
CUST-03891,SME,Male,37,British,Dubai,Hospitality,Medium,SME,2019-10-23,Insurance Broker
CUST-03892,Individual,Female,45,British,Abu Dhabi,Individual,,Mass Market,2024-09-29,Insurance Agent
CUST-03893,Individual,Male,48,Other,Sharjah,Individual,,Affluent,2023-04-09,Insurance Broker
CUST-03894,Individual,Male,65,Other,Dubai,Individual,,Mass Market,2022-10-10,Bank / Bancassurance
CUST-03895,SME,Female,41,Filipino,Fujairah,Manufacturing,Small,SME,2020-03-08,Insurance Agent
CUST-03896,SME,Male,60,Sri Lankan,Sharjah,Travel & Tourism,Medium,SME,2026-06-02,Insurance Broker
CUST-03897,Individual,Male,57,Emirati,Dubai,Individual,,Affluent,2026-03-09,Insurance Broker
CUST-03898,SME,Male,60,Other,Abu Dhabi,Financial Services,Medium,SME,2023-03-26,Insurance Agent
CUST-03899,Individual,Male,28,Egyptian,Abu Dhabi,Individual,,Mass Market,2024-01-30,Insurance Broker
CUST-03900,SME,Female,37,Pakistani,Dubai,Professional Services,Medium,SME,2019-02-13,Insurance Broker
CUST-03901,Individual,Male,54,Other,Fujairah,Individual,,Mass Market,2023-01-28,Direct Online
CUST-03902,Individual,Male,32,Nepalese,Abu Dhabi,Individual,,Mass Market,2018-11-28,Insurance Broker
CUST-03903,SME,Male,62,Bangladeshi,Dubai,Government,Micro,SME,2025-10-03,Insurance Broker
CUST-03904,Individual,Male,28,Bangladeshi,Abu Dhabi,Individual,,Mass Market,2025-10-27,Insurance Broker
CUST-03905,SME,Male,54,Bangladeshi,Abu Dhabi,Manufacturing,Small,SME,2019-04-02,Insurance Broker
CUST-03906,Individual,Male,21,Pakistani,Dubai,Individual,,Affluent,2025-07-30,Corporate Partner
CUST-03907,Individual,Male,35,Pakistani,Abu Dhabi,Individual,,Mass Market,2024-04-21,Direct Online
CUST-03908,Individual,Male,57,Nepalese,Dubai,Individual,,Affluent,2019-01-12,Insurance Broker
CUST-03909,Individual,Male,53,Pakistani,Dubai,Individual,,High Net Worth,2025-02-13,Bank / Bancassurance
CUST-03910,Individual,Male,51,Indian,Dubai,Individual,,Mass Market,2018-09-03,Direct Online
CUST-03911,Individual,Male,45,Indian,Sharjah,Individual,,Mass Market,2022-02-16,Corporate Partner
CUST-03912,Individual,Female,67,Indian,Dubai,Individual,,Affluent,2019-10-16,Direct Online
CUST-03913,Individual,Male,38,Indian,Abu Dhabi,Individual,,Affluent,2025-10-14,Branch
CUST-03914,Corporate,Male,34,Other,Dubai,Financial Services,Large,Corporate,2023-12-26,Corporate Partner
CUST-03915,Corporate,Female,39,Emirati,Sharjah,Financial Services,Large,Corporate,2020-08-03,Corporate Partner
CUST-03916,Individual,Male,58,Bangladeshi,Dubai,Individual,,Mass Market,2019-03-14,Corporate Partner
CUST-03917,SME,Male,57,Indian,Ras Al Khaimah,Hospitality,Small,SME,2024-08-20,Insurance Agent
CUST-03918,Individual,Male,28,Indian,Abu Dhabi,Individual,,Mass Market,2019-11-27,Direct Online
CUST-03919,Individual,Male,35,Bangladeshi,Abu Dhabi,Individual,,Mass Market,2018-09-12,Bank / Bancassurance
CUST-03920,SME,Female,38,Indian,Sharjah,Professional Services,Small,SME,2020-06-24,Branch
CUST-03921,Corporate,Male,35,Filipino,Abu Dhabi,Government,Large,Corporate,2022-12-03,Insurance Broker
CUST-03922,Individual,Female,58,Filipino,Sharjah,Individual,,Mass Market,2022-07-01,Direct Online
CUST-03923,SME,Male,44,Indian,Dubai,Professional Services,Small,SME,2021-10-17,Insurance Broker
CUST-03924,Individual,Male,34,Sri Lankan,Abu Dhabi,Individual,,Mass Market,2019-02-18,Branch
CUST-03925,Corporate,Female,57,Emirati,Abu Dhabi,Healthcare,Large,Corporate,2023-11-16,Bank / Bancassurance
CUST-03926,Individual,Female,33,Indian,Dubai,Individual,,Affluent,2024-01-17,Insurance Agent
CUST-03927,Individual,Female,69,Other,Dubai,Individual,,Affluent,2024-04-16,Corporate Partner
CUST-03928,Individual,Female,34,British,Sharjah,Individual,,Mass Market,2023-11-12,Direct Online
CUST-03929,Individual,Male,21,British,Ajman,Individual,,Affluent,2026-05-20,Corporate Partner
CUST-03930,Individual,Male,66,Indian,Ras Al Khaimah,Individual,,Affluent,2022-09-24,Insurance Agent
CUST-03931,Corporate,Female,60,Pakistani,Sharjah,Financial Services,Large,Corporate,2024-03-24,Insurance Broker
CUST-03932,Individual,Male,36,Pakistani,Ajman,Individual,,Affluent,2022-10-08,Direct Online
CUST-03933,Individual,Female,39,Emirati,Dubai,Individual,,Mass Market,2018-10-02,Branch
CUST-03934,Individual,Female,28,Pakistani,Sharjah,Individual,,Mass Market,2018-09-04,Insurance Broker
CUST-03935,Individual,Female,59,Pakistani,Abu Dhabi,Individual,,Mass Market,2023-02-23,Branch
CUST-03936,Individual,Female,25,Pakistani,Fujairah,Individual,,Mass Market,2023-04-24,Direct Online
CUST-03937,Individual,Female,62,Other,Fujairah,Individual,,Affluent,2022-02-12,Bank / Bancassurance
CUST-03938,Individual,Female,52,Emirati,Dubai,Individual,,Mass Market,2018-09-20,Branch
CUST-03939,Individual,Male,64,Other,Abu Dhabi,Individual,,Mass Market,2018-10-05,Insurance Broker
CUST-03940,Individual,Male,64,Bangladeshi,Dubai,Individual,,High Net Worth,2023-02-14,Corporate Partner
CUST-03941,SME,Female,41,Indian,Dubai,Construction,Small,SME,2024-10-05,Insurance Broker
CUST-03942,SME,Female,53,Indian,Abu Dhabi,Government,Micro,SME,2020-12-15,Corporate Partner
CUST-03943,Individual,Male,37,Emirati,Abu Dhabi,Individual,,Mass Market,2023-03-06,Insurance Broker
CUST-03944,Individual,Male,43,Pakistani,Dubai,Individual,,Mass Market,2021-01-21,Direct Online
CUST-03945,Individual,Male,53,British,Abu Dhabi,Individual,,Mass Market,2018-10-07,Insurance Broker
CUST-03946,Individual,Male,53,Indian,Dubai,Individual,,High Net Worth,2022-11-22,Bank / Bancassurance
CUST-03947,Individual,Male,32,Filipino,Sharjah,Individual,,Mass Market,2025-07-15,Direct Online
CUST-03948,Individual,Female,54,Nepalese,Abu Dhabi,Individual,,Mass Market,2024-07-22,Bank / Bancassurance
CUST-03949,Individual,Female,41,Indian,Sharjah,Individual,,Mass Market,2024-05-09,Branch
CUST-03950,Individual,Male,37,Other,Abu Dhabi,Individual,,Mass Market,2022-04-13,Direct Online
CUST-03951,Individual,Female,30,Indian,Dubai,Individual,,Affluent,2025-06-23,Direct Online
CUST-03952,SME,Female,33,Pakistani,Dubai,Real Estate,Small,SME,2026-05-11,Bank / Bancassurance
CUST-03953,Corporate,Female,33,Indian,Ras Al Khaimah,Travel & Tourism,Large,Corporate,2020-02-22,Bank / Bancassurance
CUST-03954,Individual,Female,24,Bangladeshi,Abu Dhabi,Individual,,Mass Market,2019-07-13,Insurance Broker
CUST-03955,Individual,Male,40,Other,Dubai,Individual,,Affluent,2026-06-06,Insurance Agent
CUST-03956,SME,Female,42,Pakistani,Sharjah,Construction,Small,SME,2019-06-10,Direct Online
CUST-03957,Corporate,Male,58,British,Dubai,Healthcare,Large,Corporate,2023-01-30,Branch
CUST-03958,Individual,Male,55,Bangladeshi,Dubai,Individual,,Affluent,2019-11-20,Insurance Agent
CUST-03959,Individual,Female,41,Bangladeshi,Dubai,Individual,,High Net Worth,2020-09-01,Bank / Bancassurance
CUST-03960,Individual,Female,61,Indian,Dubai,Individual,,Affluent,2020-04-02,Insurance Agent
CUST-03961,Individual,Female,60,Filipino,Abu Dhabi,Individual,,Mass Market,2023-11-22,Bank / Bancassurance
CUST-03962,Individual,Female,43,Emirati,Ajman,Individual,,Mass Market,2023-02-05,Insurance Broker
CUST-03963,Individual,Female,34,Indian,Dubai,Individual,,Affluent,2020-10-07,Insurance Broker
CUST-03964,Individual,Female,32,Bangladeshi,Dubai,Individual,,High Net Worth,2025-07-21,Branch
CUST-03965,Individual,Male,50,Indian,Dubai,Individual,,Mass Market,2021-08-20,Direct Online
CUST-03966,SME,Female,60,Indian,Dubai,Healthcare,Small,SME,2020-11-22,Insurance Agent
CUST-03967,Individual,Male,21,Indian,Sharjah,Individual,,Mass Market,2025-05-19,Insurance Broker
CUST-03968,Individual,Male,68,Emirati,Dubai,Individual,,Mass Market,2021-12-30,Bank / Bancassurance
CUST-03969,Individual,Female,52,Pakistani,Dubai,Individual,,Mass Market,2019-04-17,Branch
CUST-03970,Individual,Female,47,Bangladeshi,Ras Al Khaimah,Individual,,Mass Market,2021-10-17,Insurance Agent
CUST-03971,Corporate,Male,36,Indian,Dubai,Logistics,Large,Corporate,2022-01-27,Bank / Bancassurance
CUST-03972,Individual,Male,27,Pakistani,Sharjah,Individual,,Mass Market,2022-07-11,Branch
CUST-03973,Individual,Female,21,Indian,Ras Al Khaimah,Individual,,Mass Market,2023-06-05,Direct Online
CUST-03974,Individual,Male,26,Indian,Abu Dhabi,Individual,,High Net Worth,2020-09-08,Direct Online
CUST-03975,Individual,Male,59,Indian,Ras Al Khaimah,Individual,,Mass Market,2024-07-20,Corporate Partner
CUST-03976,SME,Male,26,Emirati,Dubai,Real Estate,Small,SME,2020-07-16,Insurance Agent
CUST-03977,Individual,Male,37,Emirati,Dubai,Individual,,Affluent,2021-03-03,Insurance Broker
CUST-03978,Individual,Male,32,Egyptian,Dubai,Individual,,Mass Market,2024-06-09,Insurance Broker
CUST-03979,Individual,Male,53,Bangladeshi,Dubai,Individual,,Mass Market,2025-08-30,Direct Online
CUST-03980,Individual,Male,21,Indian,Sharjah,Individual,,Mass Market,2025-10-31,Bank / Bancassurance
CUST-03981,SME,Female,27,Egyptian,Dubai,Hospitality,Micro,SME,2019-04-22,Direct Online
CUST-03982,SME,Male,30,Indian,Sharjah,Travel & Tourism,Micro,SME,2024-03-07,Bank / Bancassurance
CUST-03983,Individual,Female,48,Indian,Dubai,Individual,,High Net Worth,2025-12-02,Corporate Partner
CUST-03984,Individual,Male,32,Pakistani,Ras Al Khaimah,Individual,,Mass Market,2024-02-24,Insurance Broker
CUST-03985,SME,Male,45,Sri Lankan,Ajman,Travel & Tourism,Medium,SME,2025-01-29,Insurance Agent
CUST-03986,Corporate,Female,43,Other,Sharjah,Logistics,Large,Corporate,2018-11-21,Bank / Bancassurance
CUST-03987,Individual,Male,59,Egyptian,Dubai,Individual,,Mass Market,2019-06-01,Direct Online
CUST-03988,Individual,Female,36,Pakistani,Abu Dhabi,Individual,,Mass Market,2022-01-25,Insurance Broker
CUST-03989,Individual,Female,25,Indian,Sharjah,Individual,,Mass Market,2021-11-05,Bank / Bancassurance
CUST-03990,SME,Male,29,Indian,Dubai,Retail,Small,SME,2021-10-29,Branch
CUST-03991,Individual,Female,28,Indian,Ajman,Individual,,Mass Market,2023-04-28,Insurance Broker
CUST-03992,Individual,Female,28,Filipino,Ras Al Khaimah,Individual,,Mass Market,2022-09-01,Corporate Partner
CUST-03993,SME,Male,28,Indian,Dubai,Manufacturing,Medium,SME,2019-02-05,Insurance Agent
CUST-03994,Individual,Male,50,Indian,Umm Al Quwain,Individual,,High Net Worth,2024-01-14,Corporate Partner
CUST-03995,Individual,Male,68,Bangladeshi,Dubai,Individual,,Mass Market,2018-09-13,Insurance Agent
CUST-03996,Individual,Male,41,Egyptian,Ajman,Individual,,Mass Market,2024-08-06,Direct Online
CUST-03997,Individual,Male,45,Bangladeshi,Dubai,Individual,,Mass Market,2020-01-29,Insurance Broker
CUST-03998,Individual,Male,57,Egyptian,Abu Dhabi,Individual,,High Net Worth,2019-04-28,Insurance Broker
CUST-03999,Individual,Male,21,Emirati,Dubai,Individual,,Affluent,2022-11-15,Corporate Partner
CUST-04000,Individual,Female,30,Emirati,Dubai,Individual,,Mass Market,2025-10-23,Direct Online
CUST-04001,Individual,Male,45,Emirati,Ajman,Individual,,Affluent,2022-04-24,Direct Online
CUST-04002,SME,Male,48,Filipino,Abu Dhabi,Financial Services,Small,SME,2024-02-08,Direct Online
CUST-04003,SME,Male,58,British,Dubai,IT & Software,Small,SME,2025-04-16,Corporate Partner
CUST-04004,Individual,Male,36,Pakistani,Ajman,Individual,,Affluent,2021-06-09,Insurance Broker
CUST-04005,Individual,Female,24,Pakistani,Dubai,Individual,,Affluent,2023-06-08,Corporate Partner
CUST-04006,Individual,Male,66,Emirati,Dubai,Individual,,Affluent,2025-12-01,Bank / Bancassurance
CUST-04007,Individual,Male,41,Pakistani,Abu Dhabi,Individual,,Mass Market,2019-06-07,Insurance Agent
CUST-04008,Individual,Male,26,Pakistani,Dubai,Individual,,Affluent,2026-03-26,Direct Online
CUST-04009,Individual,Male,44,Indian,Dubai,Individual,,Affluent,2023-02-10,Branch
CUST-04010,Individual,Female,55,Emirati,Abu Dhabi,Individual,,Affluent,2026-06-09,Direct Online
CUST-04011,Individual,Female,37,Indian,Sharjah,Individual,,High Net Worth,2018-12-25,Insurance Broker
CUST-04012,Individual,Male,34,Other,Dubai,Individual,,Affluent,2020-07-28,Insurance Broker
CUST-04013,Individual,Male,37,Pakistani,Dubai,Individual,,Mass Market,2020-06-01,Insurance Agent
CUST-04014,Individual,Female,49,Indian,Abu Dhabi,Individual,,Affluent,2026-04-15,Insurance Broker
CUST-04015,Individual,Female,43,Other,Ajman,Individual,,Mass Market,2026-01-02,Branch
CUST-04016,Individual,Male,30,Pakistani,Abu Dhabi,Individual,,High Net Worth,2024-07-04,Bank / Bancassurance
CUST-04017,SME,Female,49,British,Abu Dhabi,Government,Micro,SME,2026-03-03,Direct Online
CUST-04018,SME,Female,27,Indian,Dubai,Logistics,Micro,SME,2023-06-10,Insurance Broker
CUST-04019,Individual,Male,31,Filipino,Dubai,Individual,,Mass Market,2022-08-31,Insurance Agent
CUST-04020,Individual,Male,47,Indian,Dubai,Individual,,Mass Market,2020-12-04,Insurance Agent
CUST-04021,Individual,Male,40,Emirati,Abu Dhabi,Individual,,Mass Market,2019-01-06,Insurance Broker
CUST-04022,Individual,Female,53,Indian,Dubai,Individual,,Mass Market,2026-06-25,Insurance Broker
CUST-04023,Individual,Male,30,Filipino,Sharjah,Individual,,Mass Market,2019-04-02,Branch
CUST-04024,SME,Male,43,Indian,Dubai,Healthcare,Small,SME,2024-06-10,Direct Online
CUST-04025,Individual,Female,21,Filipino,Dubai,Individual,,Mass Market,2026-06-29,Corporate Partner
CUST-04026,SME,Male,53,Emirati,Dubai,Construction,Micro,SME,2021-01-02,Insurance Agent
CUST-04027,Individual,Male,45,Pakistani,Dubai,Individual,,High Net Worth,2026-04-09,Insurance Agent
CUST-04028,Individual,Female,45,Indian,Sharjah,Individual,,Mass Market,2023-03-29,Bank / Bancassurance
CUST-04029,SME,Female,30,Indian,Sharjah,Manufacturing,Small,SME,2023-05-31,Corporate Partner
CUST-04030,Individual,Male,33,Emirati,Abu Dhabi,Individual,,Mass Market,2024-03-20,Direct Online
CUST-04031,Individual,Male,38,Pakistani,Abu Dhabi,Individual,,High Net Worth,2018-11-25,Direct Online
CUST-04032,Individual,Male,49,Nepalese,Dubai,Individual,,Affluent,2020-02-23,Insurance Broker
CUST-04033,Individual,Male,31,Filipino,Dubai,Individual,,Affluent,2026-07-09,Direct Online
CUST-04034,Corporate,Female,64,Indian,Fujairah,Professional Services,Large,Corporate,2025-11-08,Branch
CUST-04035,Individual,Female,40,Nepalese,Sharjah,Individual,,Affluent,2021-04-18,Insurance Agent
CUST-04036,Corporate,Male,58,Indian,Umm Al Quwain,Construction,Large,Corporate,2018-10-02,Insurance Agent
CUST-04037,Corporate,Male,49,Other,Umm Al Quwain,IT & Software,Large,Corporate,2020-05-19,Corporate Partner
CUST-04038,SME,Male,55,Indian,Abu Dhabi,Healthcare,Micro,SME,2023-08-12,Bank / Bancassurance
CUST-04039,Individual,Female,23,British,Abu Dhabi,Individual,,Mass Market,2019-11-05,Branch
CUST-04040,Individual,Male,22,Pakistani,Abu Dhabi,Individual,,Affluent,2025-01-07,Insurance Broker
CUST-04041,SME,Female,37,Emirati,Dubai,Hospitality,Micro,SME,2025-08-07,Insurance Broker
CUST-04042,Individual,Female,68,Bangladeshi,Ras Al Khaimah,Individual,,Mass Market,2024-09-06,Insurance Agent
CUST-04043,Individual,Male,41,Indian,Dubai,Individual,,Affluent,2025-08-08,Insurance Agent
CUST-04044,Individual,Female,22,Indian,Dubai,Individual,,Affluent,2022-01-03,Insurance Broker
CUST-04045,Individual,Female,28,Other,Dubai,Individual,,Affluent,2026-07-09,Direct Online
CUST-04046,Individual,Female,31,Sri Lankan,Dubai,Individual,,Mass Market,2019-04-11,Corporate Partner
CUST-04047,Individual,Female,62,Emirati,Dubai,Individual,,Affluent,2021-03-01,Bank / Bancassurance
CUST-04048,Individual,Female,27,Emirati,Dubai,Individual,,High Net Worth,2020-01-01,Corporate Partner
CUST-04049,SME,Female,47,Bangladeshi,Dubai,Financial Services,Small,SME,2023-06-02,Direct Online
CUST-04050,Individual,Male,40,Indian,Fujairah,Individual,,Mass Market,2020-08-31,Insurance Agent
CUST-04051,Corporate,Male,31,Indian,Fujairah,Professional Services,Large,Corporate,2023-06-10,Direct Online
CUST-04052,Individual,Female,53,Pakistani,Sharjah,Individual,,Mass Market,2025-09-20,Direct Online
CUST-04053,SME,Male,26,Pakistani,Sharjah,Construction,Micro,SME,2025-11-05,Insurance Broker
CUST-04054,Individual,Male,57,Pakistani,Dubai,Individual,,Affluent,2021-12-06,Direct Online
CUST-04055,SME,Female,36,Indian,Dubai,Professional Services,Micro,SME,2024-05-18,Insurance Broker
CUST-04056,Individual,Female,56,Filipino,Abu Dhabi,Individual,,Mass Market,2026-03-31,Direct Online
CUST-04057,SME,Male,34,British,Dubai,Construction,Small,SME,2023-03-21,Insurance Agent
CUST-04058,Individual,Female,65,Indian,Abu Dhabi,Individual,,Mass Market,2021-06-10,Insurance Agent
CUST-04059,SME,Male,44,Egyptian,Abu Dhabi,Real Estate,Micro,SME,2021-11-19,Bank / Bancassurance
CUST-04060,Corporate,Male,48,Other,Dubai,Construction,Large,Corporate,2025-01-17,Direct Online
CUST-04061,Individual,Male,26,Indian,Umm Al Quwain,Individual,,Mass Market,2024-11-29,Insurance Agent
CUST-04062,Individual,Male,44,Emirati,Dubai,Individual,,Affluent,2019-10-23,Corporate Partner
CUST-04063,SME,Female,27,Pakistani,Dubai,Hospitality,Small,SME,2025-05-05,Direct Online
CUST-04064,Individual,Male,63,Indian,Dubai,Individual,,Mass Market,2024-06-25,Insurance Broker
CUST-04065,SME,Male,59,Other,Dubai,Manufacturing,Small,SME,2024-10-11,Insurance Broker
CUST-04066,Individual,Male,59,Nepalese,Dubai,Individual,,Mass Market,2019-04-15,Insurance Agent
CUST-04067,Individual,Male,59,Emirati,Abu Dhabi,Individual,,Mass Market,2022-11-17,Direct Online
CUST-04068,Corporate,Male,32,Pakistani,Dubai,Retail,Large,Corporate,2024-12-17,Corporate Partner
CUST-04069,Individual,Male,38,Indian,Dubai,Individual,,Mass Market,2021-07-24,Direct Online
CUST-04070,SME,Female,59,Bangladeshi,Ajman,Hospitality,Micro,SME,2019-01-28,Bank / Bancassurance
CUST-04071,Individual,Male,59,Indian,Dubai,Individual,,Mass Market,2019-06-14,Bank / Bancassurance
CUST-04072,Individual,Male,61,Pakistani,Dubai,Individual,,Mass Market,2022-05-03,Direct Online
CUST-04073,Individual,Female,23,Emirati,Dubai,Individual,,Affluent,2020-08-05,Direct Online
CUST-04074,Individual,Male,26,Pakistani,Ras Al Khaimah,Individual,,Affluent,2025-10-02,Insurance Broker
CUST-04075,Individual,Male,49,Indian,Sharjah,Individual,,Affluent,2019-04-08,Bank / Bancassurance
CUST-04076,Individual,Male,33,Other,Abu Dhabi,Individual,,Mass Market,2021-07-08,Direct Online
CUST-04077,Individual,Male,58,Pakistani,Dubai,Individual,,Affluent,2023-10-08,Bank / Bancassurance
CUST-04078,Individual,Male,64,Egyptian,Fujairah,Individual,,Affluent,2025-02-28,Corporate Partner
CUST-04079,SME,Male,28,Nepalese,Ajman,Healthcare,Medium,SME,2023-11-04,Branch
CUST-04080,Individual,Female,27,Indian,Abu Dhabi,Individual,,Mass Market,2023-09-08,Direct Online
CUST-04081,Individual,Male,38,Nepalese,Abu Dhabi,Individual,,Mass Market,2021-12-29,Bank / Bancassurance
CUST-04082,Individual,Male,66,Other,Umm Al Quwain,Individual,,Mass Market,2025-03-14,Insurance Agent
CUST-04083,Individual,Male,55,Egyptian,Abu Dhabi,Individual,,Mass Market,2021-05-25,Insurance Broker
CUST-04084,SME,Male,53,Indian,Dubai,Healthcare,Small,SME,2018-11-15,Direct Online
CUST-04085,Individual,Female,55,British,Ajman,Individual,,Affluent,2024-01-06,Insurance Broker
CUST-04086,Individual,Female,55,Indian,Sharjah,Individual,,Affluent,2020-12-11,Insurance Broker
CUST-04087,Individual,Male,44,Egyptian,Dubai,Individual,,High Net Worth,2025-04-14,Bank / Bancassurance
CUST-04088,Individual,Male,27,Indian,Sharjah,Individual,,Mass Market,2022-06-14,Direct Online
CUST-04089,SME,Female,54,Filipino,Ras Al Khaimah,Healthcare,Micro,SME,2022-10-17,Direct Online
CUST-04090,Individual,Male,56,Filipino,Ajman,Individual,,Affluent,2020-07-23,Insurance Agent
CUST-04091,SME,Male,28,Other,Dubai,Hospitality,Small,SME,2021-08-24,Corporate Partner
CUST-04092,Individual,Female,25,Filipino,Dubai,Individual,,Affluent,2023-04-29,Branch
CUST-04093,Individual,Male,24,Other,Ras Al Khaimah,Individual,,Mass Market,2021-10-24,Bank / Bancassurance
CUST-04094,Corporate,Male,41,Indian,Dubai,Education,Large,Corporate,2022-04-17,Corporate Partner
CUST-04095,Individual,Male,34,British,Sharjah,Individual,,Mass Market,2020-03-14,Direct Online
CUST-04096,Individual,Male,43,Pakistani,Dubai,Individual,,Mass Market,2024-05-26,Insurance Agent
CUST-04097,Individual,Female,31,Emirati,Sharjah,Individual,,Mass Market,2023-08-09,Direct Online
CUST-04098,Individual,Male,55,Bangladeshi,Sharjah,Individual,,Affluent,2024-03-28,Insurance Broker
CUST-04099,Individual,Female,69,Nepalese,Sharjah,Individual,,Mass Market,2021-11-07,Insurance Agent
CUST-04100,Individual,Female,38,Filipino,Abu Dhabi,Individual,,High Net Worth,2019-05-08,Direct Online
CUST-04101,Individual,Male,67,Indian,Abu Dhabi,Individual,,Affluent,2025-03-10,Direct Online
CUST-04102,Individual,Male,29,Emirati,Dubai,Individual,,High Net Worth,2023-11-18,Bank / Bancassurance
CUST-04103,Individual,Male,22,Filipino,Ajman,Individual,,Affluent,2021-02-17,Branch
CUST-04104,Individual,Female,25,Egyptian,Sharjah,Individual,,Mass Market,2025-05-29,Direct Online
CUST-04105,Individual,Male,21,Indian,Dubai,Individual,,Mass Market,2020-09-18,Insurance Agent
CUST-04106,Individual,Female,35,Indian,Abu Dhabi,Individual,,Affluent,2024-09-07,Insurance Broker
CUST-04107,Corporate,Female,60,Emirati,Dubai,Healthcare,Large,Corporate,2019-03-31,Direct Online
CUST-04108,Individual,Male,24,Indian,Abu Dhabi,Individual,,Mass Market,2019-04-26,Direct Online
CUST-04109,SME,Male,42,Pakistani,Dubai,Professional Services,Medium,SME,2020-11-24,Direct Online
CUST-04110,Individual,Male,41,Pakistani,Dubai,Individual,,Affluent,2019-12-07,Insurance Broker
CUST-04111,Individual,Female,45,Nepalese,Abu Dhabi,Individual,,Mass Market,2021-11-07,Direct Online
CUST-04112,Individual,Male,24,Indian,Abu Dhabi,Individual,,Mass Market,2024-09-03,Insurance Agent
CUST-04113,Individual,Male,40,Other,Abu Dhabi,Individual,,Affluent,2025-04-15,Bank / Bancassurance
CUST-04114,Individual,Male,55,Egyptian,Dubai,Individual,,Mass Market,2024-01-05,Bank / Bancassurance
CUST-04115,Individual,Female,37,Emirati,Abu Dhabi,Individual,,Mass Market,2019-12-07,Insurance Agent
CUST-04116,Individual,Male,48,Bangladeshi,Abu Dhabi,Individual,,Mass Market,2024-11-29,Insurance Agent
CUST-04117,SME,Male,26,Indian,Abu Dhabi,Government,Medium,SME,2021-12-07,Insurance Broker
CUST-04118,Individual,Male,36,Indian,Dubai,Individual,,Mass Market,2021-04-24,Direct Online
CUST-04119,Individual,Male,28,Nepalese,Sharjah,Individual,,Mass Market,2021-09-08,Branch
CUST-04120,Individual,Male,50,Pakistani,Sharjah,Individual,,High Net Worth,2019-07-12,Insurance Broker
CUST-04121,Individual,Male,40,Indian,Ajman,Individual,,Affluent,2019-05-26,Insurance Broker
